TIMESTAMP,POWER,U10,V10,WS10,U100,V100,WS100
20130620 18:00,0.950909385,2.7479159669,-4.688042353,5.4340393139,5.3342214469,-8.3325007073,9.8936589026
20130620 19:00,0.9500197692,3.0900231268,-4.8261270489,5.7305972826,5.7860462239,-8.4390560904,10.2321062643
20130620 20:00,0.9252363323,3.6787173898,-4.8194837989,6.0630343659,6.621389397,-8.2994124567,10.6171109381
20130620 21:00,0.9034362532,3.8713148956,-4.9006263521,6.2452556124,6.8087619466,-8.3678322291,10.7879495484
20130620 22:00,0.927626613,3.6792365205,-4.655300621,5.9336839523,6.4828966428,-7.9954492058,10.2934521364
20130620 23:00,0.9477912368,3.7700844006,-4.8474803523,6.1409772963,6.1645513076,-7.6533503441,9.827281634
20130621 0:00,0.9323083282,3.9522992916,-5.0486759229,6.4116923089,5.9026057365,-7.2966702194,9.385209149
20130621 1:00,0.9306189569,5.3928211286,-5.2865718073,7.5518448871,7.3559790417,-7.2151042492,10.3037933301
20130621 2:00,0.8938481722,6.2027655874,-4.7860700511,7.8345878939,8.4891604182,-6.5884526377,10.745862123
20130621 3:00,0.8349807699,5.5258725919,-3.8804859384,6.7522913903,7.628660154,-5.4227744283,9.3596441302
20130621 4:00,0.7127259983,6.0135593241,-4.1802468823,7.3237531185,8.4975322068,-5.846560857,10.3145686997
20130621 5:00,0.6712734984,5.9366626609,-3.8980395072,7.1020191178,8.5501548776,-5.5491668719,10.193056529
20130621 6:00,0.5757341577,5.8739311725,-3.4290441566,6.8015741742,8.4425175964,-4.9060523792,9.7644996448
20130621 7:00,0.4846339096,5.0285737767,-2.7395039674,5.7263807257,7.7913120455,-4.0356439121,8.7744495654
20130621 8:00,0.4348873153,3.742578265,-2.2101963548,4.3464767337,6.8010490589,-3.5815870241,7.6864838459
20130621 9:00,0.5934186406,3.4299326213,-2.3528753626,4.1593821968,6.412358877,-3.9735098116,7.543681236
20130621 10:00,0.6151737896,3.230608376,-2.778211837,4.2609026615,6.2520989251,-4.9565031445,7.9784499993
20130621 11:00,0.7632274181,2.8081826276,-3.5249136477,4.5067622406,5.5482707034,-6.2337040984,8.3452006917
20130621 12:00,0.8268933539,2.5845752255,-3.9038906968,4.6819217923,5.1368570955,-6.8980610187,8.6006131547
20130621 13:00,0.8612109558,2.4236993117,-4.0735751951,4.7400773436,4.797201675,-7.1200443861,8.5853465842
20130621 14:00,0.8599259552,2.1581022843,-4.2324574972,4.7509053805,4.2919044385,-7.3696429093,8.5283105197
20130621 15:00,0.8920419827,2.0670404464,-4.2248059415,4.7033649072,4.0987553173,-7.3271580543,8.3956560377
20130621 16:00,0.9520236512,1.9021173398,-4.3062725044,4.7076568754,3.8188983863,-7.3754845769,8.3055257286
20130621 17:00,0.9128895439,1.6739568458,-4.3917898907,4.6999946772,3.358450017,-7.5231194481,8.2387203343
20130621 18:00,0.8954926135,1.5854245033,-4.5722765852,4.8393474795,3.1037084516,-7.6702232585,8.274377982
20130621 19:00,0.8749685489,1.2985797137,-4.9508035428,5.1182775416,2.5547583178,-7.9320361776,8.3333059457
20130621 20:00,0.8672585457,0.8599651942,-5.2285100028,5.2987599478,1.8323925643,-8.3122756299,8.5118498963
20130621 21:00,0.7881007153,0.3737961593,-5.0039143407,5.0178563449,1.0209270614,-8.1375566637,8.2013487013
20130621 22:00,0.7219546386,0.2569334672,-5.3774902917,5.383624861,0.8726268074,-8.5799302165,8.6241915601
20130621 23:00,0.7579616117,0.0257375786,-5.9437054079,5.9437611324,0.4905144593,-9.2724333533,9.2853984689
20130622 0:00,0.8929675425,-0.2545305227,-5.9644096173,5.9698381778,-0.0422900823,-9.089217416,9.0893157986
20130622 1:00,0.9021782107,2.428377362,-7.7223573365,8.0951726013,3.3353745094,-10.687547144,11.1959093902
20130622 2:00,0.9152348945,2.1415611431,-6.8993319909,7.2240616034,2.9636949811,-9.5310991815,9.9812493982
20130622 3:00,0.8940278926,1.1616057288,-6.132050984,6.2411038399,1.7847995609,-8.4498483604,8.6362866318
20130622 4:00,0.8924733115,0.7760857803,-6.6731692447,6.7181468357,1.2046301943,-9.1439039631,9.2229124246
20130622 5:00,0.9019266022,0.221928518,-6.3606027733,6.3644732623,0.5158496294,-8.9552105153,8.9700555301
20130622 6:00,0.8480644118,0.4281883297,-6.0822792529,6.0973327083,0.8766134594,-8.920647854,8.9636158604
20130622 7:00,0.8407587793,0.2856654555,-5.4909910873,5.4984168515,0.8684266856,-8.5082312342,8.5524361232
20130622 8:00,0.9097713957,-1.8982098898,-4.205685903,4.6142165858,-2.216349664,-7.4489323736,7.7716664454
20130622 9:00,0.9242928004,-2.8932143032,-4.0384528865,4.9678758762,-4.0463664899,-7.338705508,8.380315048
20130622 10:00,0.9548003307,-3.1348835247,-4.0862337484,5.1502233893,-4.5037342502,-7.2803226343,8.5607663124
20130622 11:00,0.9389400093,-3.4579943885,-3.9858939384,5.2768433442,-5.035874544,-6.9846717618,8.6107881198
20130622 12:00,0.9290733618,-3.8227113087,-3.8835632593,5.4493288888,-5.5898462345,-6.7329248104,8.7509232329
20130622 13:00,0.8606717947,-4.2215097859,-3.8644509145,5.7232093918,-6.1885722882,-6.5820634647,9.0344887194
20130622 14:00,0.9007674059,-4.2976400168,-3.8246335296,5.7530453979,-6.3446667744,-6.4965909376,9.0807758639
20130622 15:00,0.9204917149,-4.3104759278,-3.6024525219,5.6176389077,-6.3561282577,-6.0692283021,8.788395679
20130622 16:00,0.9032745049,-4.1927396404,-3.3145728292,5.3446663818,-6.2082205452,-5.6171113281,8.372212492
20130622 17:00,0.9426871787,-4.1343141144,-3.0860210399,5.1590773453,-6.1738360955,-5.3541548649,8.172100492
20130622 18:00,0.8176826857,-4.2538208722,-3.1023461677,5.2649353042,-6.3222895929,-5.3223945816,8.2643348055
20130622 19:00,0.786941519,-4.7035203758,-3.2245855393,5.7027235446,-6.6333869954,-5.6255184619,8.6976020256
20130622 20:00,0.8342169584,-4.9000425999,-3.2261782347,5.8667404479,-6.8287779956,-5.5596625803,8.8057967794
20130622 21:00,0.8946389418,-4.4600806839,-2.8132719534,5.2732171196,-6.7059763893,-4.9277263553,8.3218150885
20130622 22:00,0.7481758384,-5.1394987332,-2.9402894112,5.9211273462,-7.1698935686,-5.1304316928,8.8163883274
20130622 23:00,0.7197620502,-5.1147121464,-2.8654327276,5.8626772943,-7.082022197,-4.804888789,8.5581536954
20130623 0:00,0.7006487905,-5.2886608717,-2.3995693244,5.8075697807,-7.2899662503,-4.1117673124,8.3696020432
20130623 1:00,0.6090003954,-3.9880684905,-4.1722691784,5.771699956,-5.4672389503,-6.1997986019,8.2660876141
20130623 2:00,0.6483771252,-3.5198781097,-4.2572458703,5.5239192886,-4.7069750486,-5.7793852301,7.4536506322
20130623 3:00,0.6774558787,-3.7429818176,-3.9004304753,5.4058552311,-4.890738173,-5.3706205916,7.2638065376
20130623 4:00,0.487365659,-3.849154861,-3.6281582176,5.2895675812,-5.0364040642,-4.9697982711,7.0756102743
20130623 5:00,0.3525124906,-3.8879758417,-3.7829371921,5.4246631181,-5.1305266401,-5.2943743377,7.3724285845
20130623 6:00,0.4709841487,-3.8253010055,-3.3376766687,5.0767128467,-5.2941206411,-4.894610993,7.2100575681
20130623 7:00,0.5214855685,-3.64663095,-2.97479151,4.7060919895,-5.1938352775,-4.6224542259,6.952913631
20130623 8:00,0.5573936954,-3.3210959799,-2.3678151393,4.0787531234,-5.3697548538,-4.5493848993,7.0378384574
20130623 9:00,0.1858757773,-3.281339554,-2.0526209812,3.8704576165,-5.4571543886,-4.2856999382,6.9388585503
20130623 10:00,0.3200819525,-2.9735780449,-1.9234217251,3.5414287402,-4.9534865569,-4.1972754632,6.4926227662
20130623 11:00,0.506083534,-3.4871375236,-1.7465314685,3.9000641378,-5.7596912397,-3.8938789116,6.9524338295
20130623 12:00,0.5724991913,-3.6676784696,-1.8414799151,4.104011895,-5.9501774051,-3.9600648958,7.1474978231
20130623 13:00,0.6604633191,-3.5446674105,-1.8432141333,3.995260366,-5.6179471224,-3.8028069973,6.7840011003
20130623 14:00,0.7070198771,-3.2761946047,-2.2069664011,3.950209081,-4.9551673172,-4.0326047345,6.3887075443
20130623 15:00,0.709491032,-3.1630057215,-2.5447053959,4.0595727295,-4.315918156,-4.4826694272,6.2226581718
20130623 16:00,0.6099349412,-2.8080042239,-2.635318297,3.850946669,-3.5517324803,-4.898846896,6.0509093963
20130623 17:00,0.5213867223,-2.4600185662,-2.8572982268,3.7703904974,-2.9091217985,-5.1662382723,5.928997177
20130623 18:00,0.4250386399,-1.7102591451,-2.6955823795,3.1923581735,-2.007674033,-4.8760789174,5.2732248797
20130623 19:00,0.3908558283,-1.5297181991,-2.0625927358,2.567942087,-1.6995346477,-4.4058936855,4.7223211651
20130623 20:00,0.4216598972,-1.5587170039,-1.6632889948,2.2795019146,-1.7740483536,-3.9489456504,4.3291360929
20130623 21:00,0.1460587326,-1.661148266,-1.6095282306,2.3130055527,-1.8289531895,-3.7053812285,4.1321810001
20130623 22:00,0.1402357931,-1.6546001488,-1.6758620768,2.3550404143,-1.8289531895,-3.7853338974,4.204024558
20130623 23:00,0.2238327163,-1.7214844889,-2.2511889653,2.8339655261,-1.6928116065,-3.3755102831,3.7761992541
20130624 0:00,0.2146939362,-1.3795792258,-2.4900775226,2.8467042187,-1.4502218722,-2.9344468843,3.2732433449
20130624 1:00,0.1725225549,-1.0453378696,-2.4847248563,2.6956611198,-1.1853281801,-3.3609945388,3.563886528
20130624 2:00,0.1542899249,-0.9985522388,-3.1863907492,3.3391904079,-1.2126867377,-4.0997601201,4.2753528704
20130624 3:00,0.2120969771,-0.4542794009,-3.3870582562,3.4173869265,-0.4911843139,-4.3509624048,4.3785997623
20130624 4:00,0.1179504691,0.0026602595,-3.0103038946,3.01030507,0.1959608515,-3.8908829468,3.8958145183
20130624 5:00,0.0704054491,0.0598426971,-2.5388022913,2.5395074764,0.2882164524,-3.2807417301,3.2933774492
20130624 6:00,0.0818356637,0.5297783661,-2.441373524,2.4981933074,0.9047383648,-3.1273819108,3.255621158
20130624 7:00,0.0397451565,-0.4054144088,-1.1180405882,1.1892752414,-0.0680810408,-2.5117439263,2.5126664282
20130624 8:00,0.0239926674,-1.6670669184,-0.4610667903,1.7296516111,-1.2285928757,-1.5162792926,1.9515489611
20130624 9:00,0.0976061249,-1.6031265564,0.1293157859,1.6083337117,-1.9418241077,-1.1716319566,2.2679070322
20130624 10:00,0.1187771827,-1.3837539321,-0.28229841,1.4122561159,-1.6090676988,-1.6888777989,2.3326823785
20130624 11:00,0.0750512203,-1.1862146022,-0.6308967517,1.3435534205,-1.3634769267,-2.2918732176,2.6667868635
20130624 12:00,0.0742065346,-1.2252026279,-0.8186035511,1.4735105202,-1.3259384409,-2.5326316437,2.8587297514
20130624 13:00,0.0736404155,-1.6150828842,-1.1520065805,1.9838376659,-1.2578601698,-2.4457827137,2.7502845834
20130624 14:00,0.0749523741,-1.8646062483,-1.3468641151,2.3001737773,-1.140154748,-2.3429931574,2.6056802921
20130624 15:00,0.0505193918,-1.6561502712,-1.1926763871,2.040909279,-0.9454636178,-2.151155964,2.3497602929
20130624 16:00,0.0417130944,-1.4534125379,-1.2221731698,1.8989774255,-0.7393200681,-2.1313676002,2.2559525727
20130624 17:00,0.0170105316,-1.2439168802,-1.3088758343,1.8056813546,-0.4994555057,-2.1692952975,2.2260498399
20130624 18:00,0.0330056432,-0.7703423288,-1.6775856188,1.8460013034,-0.0381775011,-2.2792306518,2.2795503692
20130624 19:00,0.0662269509,-0.3087241052,-1.9256267466,1.9502176649,0.3753820892,-2.3374963897,2.3674461102
20130624 20:00,0.0539071205,-0.3700652656,-1.6994847454,1.7393092597,0.437097905,-2.1049831152,2.1498856932
20130624 21:00,0.0356565185,-0.7334336645,-1.3508864037,1.5371463873,0.153968647,-1.9010530328,1.9072778974
20130624 22:00,0.0117267532,-1.1716590727,-0.9397191288,1.5019510723,-0.3486653167,-1.8774169316,1.9095187452
20130624 23:00,0.0069821358,-1.2293613506,-0.2836391728,1.2616578422,-1.4118315865,-1.7515409509,2.2497031207
20130625 0:00,0.0119963337,-1.8516102398,-0.5111219368,1.9208607743,-2.5787058768,-1.6025785457,3.0361129745
20130625 1:00,0.0281442076,-1.860589878,-1.9523558843,2.6969405246,-2.3400328785,-2.5843207608,3.486325812
20130625 2:00,0.0957100751,-1.4966794967,-2.7019804491,3.0888101047,-1.8559422862,-3.4577567444,3.9243602629
20130625 3:00,0.1009309514,-0.8060652577,-2.9865299105,3.0933965323,-0.9874087204,-3.7813368517,3.9081305463
20130625 4:00,0.0573128213,-0.4100451368,-3.0299120415,3.0575323373,-0.4787137778,-3.8435195057,3.8732168894
20130625 5:00,0.0322508177,-0.4187096697,-2.8554505684,2.8859860943,-0.4811742128,-3.630486339,3.6622342471
20130625 6:00,0.012131124,-0.7347102809,-2.5937583588,2.6958081573,-0.8729984914,-3.3811799574,3.4920630393
20130625 7:00,0.0066496531,-0.9034138331,-1.5563190109,1.799523664,-1.5551541037,-3.3990286822,3.7379005162
20130625 8:00,0.0312084397,-1.5155375977,-1.8138129498,2.3636352567,-2.0613886113,-3.7813368517,4.3067193306
20130625 9:00,0.0874249668,-1.6297055605,-1.6178936485,2.2964146123,-2.5497849649,-3.8118524134,4.5860246607
20130625 10:00,0.1371805471,-1.564976403,-1.9071078552,2.4670248303,-2.4446013674,-4.1216141531,4.7920537426
20130625 11:00,0.1330290069,-1.0736464204,-2.0573126528,2.3206145711,-1.8491760899,-4.4405881379,4.8102261092
20130625 12:00,0.1166205384,-1.3060597732,-2.052181433,2.4325379268,-2.0718454602,-4.3714963,4.8376154779
20130625 13:00,0.1088745911,-1.0333818264,-1.8931136193,2.156793262,-2.0035683881,-4.683561101,5.094117281
20130625 14:00,0.208987815,-0.8565234198,-1.974280187,2.1520721702,-1.6867873779,-5.0152019227,5.2912665765
20130625 15:00,0.19636246,-0.9278783965,-1.9304315815,2.1418506973,-1.6707945502,-5.059535852,5.3282696503
20130625 16:00,0.1863610222,-1.0226785799,-2.0073998785,2.2528927515,-1.7833594528,-5.2668113656,5.5605460971
20130625 17:00,0.1681733223,-0.7974007248,-2.1076919017,2.2534890877,-1.2789702715,-5.5224511656,5.668618159
20130625 18:00,0.1832967902,-0.664374661,-2.1823278261,2.2812164366,-0.7745810902,-5.6865442805,5.7390558213
20130625 19:00,0.209509004,-0.5925100059,-2.0596450255,2.1431765532,-0.4073611619,-5.4401167255,5.4553472028
20130625 20:00,0.119954351,-0.7408264218,-1.929965107,2.0672660935,-0.4454979048,-5.1879315173,5.2070242761
20130625 21:00,0.1423385213,-0.8504072789,-1.9392945975,2.11755899,-0.5635987863,-5.16547667,5.1961324868
20130625 22:00,0.262643327,-0.9207428988,-2.0153299454,2.2156990487,-0.6078866169,-5.4015404494,5.4356384506
20130625 23:00,0.3750763812,-0.9187041852,-2.5667028363,2.7261659578,-0.3495409386,-5.1879315173,5.199693481
20130626 0:00,0.4007584199,-0.5772196537,-2.6660619105,2.7278322234,-0.1447097223,-4.5689838032,4.5712748657
20130626 1:00,0.2006398045,-0.0710160721,-2.9206035433,2.921466813,0.1709269618,-3.9313418284,3.935055857
20130626 2:00,0.1801067539,0.2300252169,-2.5641549977,2.5744518742,0.472387474,-3.2502377172,3.2843865704
20130626 3:00,0.1372614212,0.4584940523,-2.4318337117,2.4746781604,0.6963448403,-2.9972408431,3.0770682164
20130626 4:00,0.0934096546,0.4602859648,-2.5563967464,2.5975040894,0.6658780864,-3.1680540193,3.237276617
20130626 5:00,0.0443459976,0.7393763265,-2.5033820292,2.6102871368,1.0186510261,-3.1342136731,3.2955948267
20130626 6:00,0.0474731318,0.9225993729,-2.1396062463,2.330043882,1.2816272176,-2.7372610405,3.0224437676
20130626 7:00,0.0816829014,0.5001560164,-1.3008530786,1.3936910607,1.4564101741,-2.8543593813,3.2044497302
20130626 8:00,0.0596132418,0.5772082511,-2.3701987153,2.4394694742,1.4997050349,-2.7345752987,3.1188166435
20130626 9:00,0.0389274289,0.3093173422,-2.4301096559,2.4497163423,1.539792869,-2.9816635409,3.3557830011
20130626 10:00,0.0694439452,0.0051402064,-2.2348603316,2.2348662429,1.5435344002,-3.298581069,3.6418587992
20130626 11:00,0.1254088638,0.2282333045,-2.2977883699,2.309095458,1.9198255359,-3.5129032617,4.0032760852
20130626 12:00,0.1188940009,0.6134944779,-2.3693366874,2.4474745786,2.3223073899,-3.2298260798,3.978050794
20130626 13:00,0.0735235973,1.2397678739,-2.3542511988,2.6607373204,2.7958783364,-2.7614327163,3.9296878144
20130626 14:00,0.0712681068,1.3289155175,-1.9969406253,2.3987055496,3.2165333418,-2.9462117496,4.3619090331
20130626 15:00,0.0549494986,1.5985983389,-1.8840149675,2.4708356981,3.5644957415,-3.1116534423,4.7315977255
20130626 16:00,0.0532780993,1.9771398407,-1.8314312643,2.6950366279,3.7531758138,-2.7936616175,4.6787684194
20130626 17:00,0.0886290931,2.2463746841,-1.8271211247,2.8956123403,3.8151783305,-2.4359208146,4.5265103456
20130626 18:00,0.0984058805,2.5335286517,-1.5555823294,2.9729789459,3.815712835,-1.8826580114,4.2548872637
20130626 19:00,0.1210776032,2.4699157603,-0.7810502418,2.5904677846,4.1048797447,-1.175233631,4.2698023146
20130626 20:00,0.1477391179,2.4004791534,-0.3349507924,2.4237351752,4.4084782747,-0.6407710201,4.4548028238
20130626 21:00,0.0945149348,2.7234713698,-0.2297833859,2.7331477652,4.1797103683,-0.3308364207,4.1927832641
20130626 22:00,0.0913248985,2.8775758392,-0.306503871,2.8938533711,3.8312134641,-0.2196467117,3.8375045649
20130626 23:00,0.1019104274,1.4664447969,-0.1543559428,1.4745460655,3.5564781747,-0.0273476014,3.5565833181
20130627 0:00,0.1315013838,1.7038731945,-0.0371201455,1.7042774915,2.9941794889,0.0892135911,2.9955082835
20130627 1:00,0.0516875741,2.1725956027,-0.3539515978,2.2012390571,2.8550284013,-0.4152761522,2.885072175
20130627 2:00,0.0484885518,2.2361419386,0.0514709053,2.2367342318,2.7976780514,0.0933451644,2.7992348596
20130627 3:00,0.0629380684,2.1998297467,0.4067889737,2.2371249817,2.6994266769,0.5123797719,2.747623958
20130627 4:00,0.0583372273,2.3330954911,0.7345848879,2.4460068536,2.8652536575,0.9206804879,3.0095400118
20130627 5:00,0.0520739729,2.4300490435,1.096959919,2.6661694278,3.0137421602,1.3933845525,3.3202653989
20130627 6:00,0.0788882499,2.3897425105,1.233864994,2.6894780329,3.0386384361,1.6126036427,3.4400311123
20130627 7:00,0.0819524819,1.7270450078,0.8316181241,1.9168393682,3.2938252641,1.7566854929,3.7329919357
20130627 8:00,0.0203173861,2.1638806767,1.1915232182,2.4702443528,3.4231969836,1.792602745,3.8641560773
20130627 9:00,0.0054455268,2.0440504433,1.7320865557,2.6792286299,2.8368007707,1.6105394328,3.2620968528
20130627 10:00,0,1.3337839693,1.4840343192,1.9953289296,2.1525977597,1.1407252621,2.4361714304
20130627 11:00,0,0.7230129011,1.2363349309,1.4322261401,1.49017899,0.7043512915,1.6482548845
20130627 12:00,0,0.0911807616,0.828795339,0.8337959254,0.9331248166,0.4380682159,1.0308373709
20130627 13:00,0,0.0381649613,0.5673348736,0.5686171146,0.7108366389,0.2721057408,0.7611374786
20130627 14:00,0,0.219725921,0.5599250628,0.6014944358,0.8282047968,0.1470146215,0.8411518795
20130627 15:00,0,0.7513364108,0.6407272849,0.9874400518,1.3247965858,0.1185285251,1.3300883448
20130627 16:00,0,1.0973915998,0.8898380658,1.4128269911,1.8507304143,0.342288877,1.8821170903
20130627 17:00,0.0139642716,1.325795287,1.2035200547,1.7905847272,2.2788574446,0.6630670938,2.3733624299
20130627 18:00,0.0842169584,1.9648898649,1.5789504666,2.5206897384,2.929717229,1.1593031511,3.1507502024
20130627 19:00,0.0257629129,1.9067903579,1.5119093216,2.4334582934,3.3614008702,1.7125114013,3.7724940172
20130627 20:00,0.0486503001,1.6602305747,1.3711229171,2.1532170385,3.3565105302,2.0361795119,3.9258362096
20130627 21:00,0.0825455591,1.3014661184,1.1333032765,1.7257434265,3.1862377861,2.4337463365,4.0093930289
20130627 22:00,0.0381007153,1.4881107849,1.2991418983,1.975409674,2.9350521453,2.8841569343,4.1149595766
20130627 23:00,0.0018061896,1.8893605057,1.944853979,2.7114830112,2.5896163171,3.2858521787,4.1836511817
20130628 0:00,0.0020757701,1.6780235487,2.3241657203,2.8666198432,2.139260469,3.1525042199,3.8098186585
20130628 1:00,0.0166241328,1.2948287036,1.4354516752,1.9331587838,1.5625078121,1.8438799612,2.4168831114
20130628 2:00,0,1.0110356643,1.584833133,1.8798641371,1.1873890281,2.0139940125,2.3379616307
20130628 3:00,0.0066676252,1.1665450208,1.948863181,2.2713200972,1.3868479585,2.4591257801,2.8232334056
20130628 4:00,0,1.4009626858,2.4367960737,2.8108133257,1.6945360246,3.0727514653,3.5090246374
20130628 5:00,0.003558463,1.4489537038,2.7139196193,3.0764958209,1.8016318707,3.4514577462,3.8933838716
20130628 6:00,0.0115021027,1.4461849912,2.9683567286,3.3019074332,1.8526298927,3.8528459007,4.2751209402
20130628 7:00,0,1.4268040032,2.6053737469,2.9704784168,2.1030868452,4.0168844501,4.5341300118
20130628 8:00,0,1.177158419,2.3575680575,2.6351146255,2.0005241565,4.4834829909,4.9095536081
20130628 9:00,0.0047805614,0.7793867119,2.2252886825,2.3578281038,1.4480455849,4.792118484,5.0061198129
20130628 10:00,0.0338233708,0.4988238373,2.184453097,2.2406830552,0.8989668815,5.0497197618,5.1291140684
20130628 11:00,0.0557762122,0.3165502593,2.0800954898,2.1040440379,0.4807831011,5.0132667508,5.0362680533
20130628 12:00,0.0896355271,0.2713279538,2.1404763127,2.1576046217,0.3946531084,5.0987288099,5.1139795221
20130628 13:00,0.0594065634,0.1739615615,2.4011958197,2.4074891463,0.2529919362,5.480270325,5.486106794
20130628 14:00,0.1176629165,-0.2251945019,2.2912538589,2.3022938148,-0.5488102984,5.3607854556,5.3888044541
20130628 15:00,0.1191545954,-0.6220433048,2.0123852028,2.1063314263,-1.4815074562,4.883656045,5.1034263695
20130628 16:00,0.0606646059,-0.8218520625,1.8891804023,2.0602046998,-1.9353898519,4.3951856976,4.8024359648
20130628 17:00,0.0172621401,-0.8167760895,2.2549555608,2.3983218636,-1.7007989508,4.2821813635,4.6075800917
20130628 18:00,0.0307771108,-0.4965283346,2.5994403713,2.6464373469,-1.0310249286,4.5203410354,4.6364313302
20130628 19:00,0.0659034542,-0.2884134391,2.8280498453,2.8427184594,-0.6020748992,4.8727201417,4.9097755309
20130628 20:00,0.1219043169,-0.1965844719,2.8210694034,2.8279105419,-0.2620880859,5.1485479249,5.1552144378
20130628 21:00,0.1628535998,0.1033593907,2.8898267566,2.8916745749,0.1776281926,5.3518747196,5.3548216393
20130628 22:00,0.1799180475,0.4162239121,2.7980339449,2.8288224232,0.5867456579,5.7536679075,5.7835080061
20130628 23:00,0.2483286007,0.4951322206,3.3400652628,3.3765651001,0.5521803319,5.9391732301,5.9647868173
20130629 0:00,0.2270047806,0.5325098404,3.4217364336,3.462924624,0.5040155334,5.5142931353,5.5372791549
20130629 1:00,0.1507763919,0.838894065,3.6282503026,3.7239687848,0.9754470383,4.8813654719,4.9778736218
20130629 2:00,0.1369918407,0.7564062349,4.2717835047,4.3382352061,0.8534267946,5.6399936405,5.704197188
20130629 3:00,0.1266309622,0.9956209423,4.542253981,4.6500894926,1.173203985,5.9531116382,6.0676145038
20130629 4:00,0.0699291902,1.3275131529,4.5108827972,4.7021649037,1.6294274578,5.9142345713,6.1345908099
20130629 5:00,0.0768753819,1.689003938,4.7046210538,4.9986191655,2.134939896,6.25204476,6.6065143639
20130629 6:00,0.1985730204,1.624954564,5.0140935423,5.2708264424,2.1716060776,6.8746031949,7.2094411741
20130629 7:00,0.3074026814,1.801575565,4.2984914044,4.6607620482,2.5965731333,6.5998368983,7.0922520486
20130629 8:00,0.2366108335,1.4594936812,3.4357838508,3.732925458,2.3633521749,6.1737652606,6.6106588927
20130629 9:00,0.2567305273,1.0975176736,2.6824515054,2.8982910694,2.0646129575,5.7550487437,6.1141812785
20130629 10:00,0.256577765,1.0198820688,2.2695388974,2.4881652359,1.9924827642,5.2223278552,5.5895165974
20130629 11:00,0.259120808,1.0451136403,2.1118351087,2.356291588,2.0495858339,5.0090293534,5.4121324036
20130629 12:00,0.2103536897,1.1004290088,2.2555490452,2.5096703964,2.1938462206,5.2943029653,5.7308468073
20130629 13:00,0.1899644154,1.040261415,2.2652995483,2.4927346138,2.102481309,5.3641766125,5.7614944575
20130629 14:00,0.2197261062,1.015515066,2.266571353,2.4836699756,2.0646129575,5.4477097695,5.8258191182
20130629 15:00,0.1705007009,0.8267635017,2.1164983928,2.2722463191,1.8037420917,5.2722376031,5.572250432
20130629 16:00,0.1282664175,0.7355416661,2.0037317052,2.1344700253,1.6763120835,4.9853878939,5.2596686829
20130629 17:00,0.1571924086,0.9956209423,2.105476085,2.3290106494,2.2497471204,4.9859132596,5.4699810912
20130629 18:00,0.2308597822,1.208633633,1.9821110245,2.3215424554,2.6765174309,4.6197333195,5.3390712208
20130629 19:00,0.2366018475,1.4308655519,1.6734864058,2.2018022114,3.1682049153,4.0996212094,5.1811597588
20130629 20:00,0.2583749685,1.9534502169,1.3661335918,2.3837551764,4.079449691,3.3898520571,5.3040556888
20130629 21:00,0.2567664714,2.5478478165,1.3809713139,2.8980355874,4.9275805475,3.1849594076,5.8672835691
20130629 22:00,0.1540113583,3.0175432257,1.2474318154,3.2652187145,5.1956644326,2.7221121662,5.8655625086
20130629 23:00,0.1176449445,3.7613893646,1.4398982672,4.0275745768,5.2323306142,2.0727600772,5.6279319465
20130630 0:00,0.0673951332,4.169946735,1.6031132098,4.4674856168,6.0221562311,2.61861511,6.566849379
20130630 1:00,0.1347543223,4.2938231159,2.2919383705,4.8672269769,5.6984090185,3.0644690411,6.4701496
20130630 2:00,0.3122731031,4.7639235628,2.567747697,5.4118662167,6.4359684705,3.4356397829,7.2955678923
20130630 3:00,0.3706552604,5.2639118615,2.7193984842,5.924854108,7.0949826302,3.6890200919,7.9967273157
20130630 4:00,0.4567682686,5.551139182,2.9814616867,6.3011316449,7.538156881,4.0240684343,8.5449947879
20130630 5:00,0.3234966392,5.4635019219,2.9145047601,6.1922686673,7.4462014168,4.0130746605,8.4587637259
20130630 6:00,0.3417831854,5.2051493056,2.7202853309,5.8731194075,7.1524547953,3.8125691681,8.1051399285
20130630 7:00,0.4491391395,4.4999986352,2.2081313565,5.0125673865,6.6671342901,3.4283106004,7.4969322536
20130630 8:00,0.4890999605,3.5547320037,1.7358854841,3.9559345333,6.1901153198,3.3084261154,7.0187756079
20130630 9:00,0.3612289278,2.8617391034,1.4986539894,3.2304046923,5.4225426261,3.4042290008,6.4025575844
20130630 10:00,0.3199291902,2.5198018171,1.5230422739,2.9443265725,4.943607917,3.7104841263,6.181177209
20130630 11:00,0.3052100931,2.4291251145,1.5798004633,2.8976573859,4.9595724073,3.8685850629,6.2899371104
20130630 12:00,0.3585241364,2.5907221432,1.6853352216,3.0906627174,5.1402904376,3.8884785582,6.4453744096
20130630 13:00,0.5057869954,2.7751149909,1.5735925363,3.1902126392,5.439145696,3.5843174849,6.5139571487
20130630 14:00,0.2453632148,3.1580847516,1.3696177933,3.4422888022,6.0464349071,2.9937947814,6.7470128412
20130630 15:00,0.3828942166,3.3992138601,1.1523403496,3.5892259818,6.4481014831,2.4571939205,6.9004213422
20130630 16:00,0.410409403,3.5557451512,1.0100014528,3.6964072442,6.6473383221,2.1163869347,6.9761164286
20130630 17:00,0.2999802308,3.5760081015,0.943931373,3.6984916357,6.6039149085,1.9745149022,6.8927789184
